,W01_001,W01_002,W01_003,W01_004,W01_005,W01_006,W01_007,W01_008,W01_009,W01_010,W01_011,W01_012,W01_013,W01_014,geometry
1788,松尾川,2054,吉野川,松尾川,重力式コンクリートダム,発電,67,195,169,14300,電力会社・電源開発株式会社,1953,徳島県三好市西祖谷山村,1,POINT (133.91767862 33.95691744)
1789,若宮谷,2059,吉野川,若宮谷川,重力式コンクリートダム,発電,32.2,93,23,94,電力会社・電源開発株式会社,1935,徳島県三好市東祖谷字一宇,2,POINT (133.81943425 33.89837058)
1790,明谷,2049,吉野川,貞光川,重力式コンクリートダム,発電,19.6,51.3,7,52,電力会社・電源開発株式会社,1931,徳島県美馬郡つるぎ町一宇平,2,POINT (134.05021582 33.92010397)
1791,夏子,2056,吉野川,曽江谷川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,43.8,133.5,81,1600,都道府県,1994,徳島県美馬市脇町字西俣名1744,1,POINT (134.1609272999304 34.13506933283791)
1792,旧吉野川河口堰,2037,吉野川,旧吉野川,フローティングゲートダム（可動堰）,"洪水調節，農地防災,上水道用水,工業用水道用水",7.3,192.3,-9999,4930,水資源機構（旧水資源開発公団）,1976,徳島県板野郡松茂町中喜来,2,POINT (134.5851205149985 34.14501158121961)
1793,宮川内,2036,吉野川,宮川内谷川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水",36,130,40,1350,都道府県,1964,徳島県阿波市土成町土成町宮川内字平間,1,POINT (134.3550833 34.14758333)
1794,御所池,2058,吉野川,内谷川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,16,82,13,245,土地改良区,1939,徳島県阿波市土成町土成町宮川内字相板,2,POINT (134.34862302 34.15229764)
1795,林溜池,2057,吉野川,大代谷川,アースダム,灌漑，特定(新規)灌漑用水,15,80,18,41,土地改良区,179X,徳島県鳴門市撫養町木津,2,POINT (134.5832222 34.17783333)
1796,正木,2062,勝浦川,勝浦川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,工業用水道用水,発電",67,215,249,15050,都道府県,1978,徳島県勝浦郡上勝町大字正木字古請,1,POINT (134.42673652 33.91307615)
1797,小見野々,2063,那賀川,那賀川,アーチダム,発電,62.5,151.8,40,16750,電力会社・電源開発株式会社,1968,徳島県那賀郡那賀町木頭助,1,POINT (134.2450556 33.80613889)
1798,長安口（元）,2065,那賀川,那賀川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,発電",85.5,200,283,54278,都道府県,1955,徳島県那賀郡那賀町長安22-1,1,POINT (134.36025 33.80877778)
1799,川口,2067,那賀川,那賀川,重力式コンクリートダム,発電,30,182.5,54,6463,都道府県,1960,徳島県那賀郡那賀町吉野,1,POINT (134.46671195 33.79918172)
1800,大美谷,2066,那賀川,小支大美谷,アーチダム,発電,31.5,86,8,451,電力会社・電源開発株式会社,1960,徳島県那賀郡那賀町木頭名,1,POINT (134.31840468 33.84531347)
1801,福井,2068,福井川,福井川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",42.5,191,74,4750,都道府県,1995,徳島県阿南市福井町裂股地先,1,POINT (134.58969485 33.81417560999999)
1802,長安口（再）,2064,那賀川,那賀川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",85.5,200.7,283,54278,国土交通省（各地方整備局，北海道開発局含む）,-,徳島県那賀郡那賀町長安地先,1,POINT (134.3602276976338 33.80873995509111)
1803,見坂池,2044,吉野川,福谷川,重力式コンクリートダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",17,58,5,55,都道府県,1946,徳島県阿波市土成町宮川内字見坂,2,POINT (134.3533948700168 34.14379469452951)
1804,浦池,2043,吉野川,内谷川,重力式コンクリートダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",19,80,-9999,41,都道府県,1966,徳島県阿波市土成町浦池,2,POINT (134.3200524589638 34.13112242855728)
1805,高西,2061,吉野川,九頭宇谷川,アーチダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",16.8,37.5,1,21,都道府県,1954,徳島県阿波市市場町尾開高西,2,POINT (134.2858637446654 34.11383189384345)
1806,岩倉池,2039,吉野川,高西谷川,アースダム,灌漑，特定(新規)灌漑用水,18.3,195,51,101,都道府県,1932,徳島県美馬市脇町岩倉,2,POINT (134.1122588503632 34.07004057328035)
1807,湯免,1688,三隅川,辻並川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",46,200,101,740,都道府県,2006,山口県長門市三隅中字辻並,1,POINT (131.2683012164456 34.3421684934096)
1808,山の口,1706,大井川,山の口川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,40.2,103,43,690,都道府県,1984,山口県萩市紫福,1,POINT (131.5389817 34.49811981000001)
1809,阿武川,1712,阿武川,阿武川,重力式アーチダム,"洪水調節，農地防災,不特定用水，河川維持用水,発電",95,286,427,153500,都道府県,1974,山口県萩市川上なんかけ,1,POINT (131.4871408103747 34.35947084376802)
1810,野道溜池,1713,阿武川,下谷川,アースダム,灌漑，特定(新規)灌漑用水,22.3,204.9,104,565,土地改良区,1957,山口県山口市阿東徳佐下,1,POINT (131.7240397942086 34.37829323357762)
1811,生雲,1707,阿武川,生雲川,重力式コンクリートダム,発電,17.5,66,7,346,電力会社・電源開発株式会社,1953,山口県山口市阿東生雲中,1,POINT (131.5731667 34.33077778)
1812,佐々並川,1709,阿武川,佐々並川,アーチダム,発電,67.4,127.3,31,20100,電力会社・電源開発株式会社,1959,山口県萩市川上大字大ぬた,1,POINT (131.5072222 34.32388889)
1813,崩ノ河内第1溜池,1716,深川川,五十鈴川,アースダム,灌漑，特定(新規)灌漑用水,16.4,106,70,126,土地改良区,1907,山口県長門市大字西深川,1,POINT (131.15651679 34.36021353)
1814,浴山第1溜池,1717,走下川,走下川,アースダム,灌漑，特定(新規)灌漑用水,22.7,72,26,120,土地改良区,1919,山口県長門市大字西深川,1,POINT (131.15119928 34.36273418)
1815,牛ヶ迫池,1725,泉川,泉川,アースダム,灌漑，特定(新規)灌漑用水,25.6,80,29,192,その他,1914,山口県長門市油谷伊上,2,POINT (131.0157651473503 34.35486715759451)
1816,阿惣,1720,掛淵川,阿惣川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,44.2,134,65,1320,都道府県,2002,山口県長門市油谷河原,1,POINT (131.0474975275467 34.34891065307855)
1817,畑,1722,掛渕川,国広川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,21,140,23,637,都道府県,1971,山口県長門市畑,1,POINT (131.12062865 34.34724209000002)
1818,門前堤,1723,掛淵川,掛淵川,アースダム,灌漑，特定(新規)灌漑用水,16.5,100,58,152,その他,1927,山口県長門市日置中,1,POINT (131.10542057 34.35616744)
1819,狩音,1718,掛渕川,狩音川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,37.1,185.5,65,838,都道府県,1992,山口県長門市狩音,1,POINT (131.11220374 34.3490858)
1820,有宗,1724,掛渕川,久富川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,28.7,121.5,29,564,都道府県,1990,山口県長門市油谷有宗,1,POINT (131.08230786 34.35961575999998)
1821,大坊,1721,掛渕川,大坊川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",43.5,115,49,3860,都道府県,1973,山口県長門市油谷悪渡瀬,1,POINT (131.0568889 34.34177778)
1822,舟郡,1726,川棚川,江良川,ロックフィルダム,灌漑，特定(新規)灌漑用水,28,221,248,540,都道府県,2002,山口県下関市豊浦町川棚字舟郡,1,POINT (130.94489352 34.13746431)
1823,河内,1728,馬渡川,友田川,アースダム,灌漑，特定(新規)灌漑用水,22.6,92,134,204,土地改良区,1925,山口県下関市大字福江,4,POINT (130.9308333 34.05041667000001)
1824,深坂,1729,友田川,友田川,アースダム,灌漑，特定(新規)灌漑用水,26.9,233,378,1248,土地改良区,1923,山口県下関市大字蒲生野,1,POINT (130.9407302661537 34.04559861451035)
1825,内日第1,1731,綾羅木川,綾羅木川,アースダム,上水道用水,21.2,85.2,98,1100,市区町村,1906,山口県下関市内日字一の瀬,4,POINT (130.9575808107203 34.06041424321544)
1826,内日第2,1730,綾羅木川,赤田代川,アースダム,上水道用水,23.6,78.5,89,1000,市区町村,1928,山口県下関市内日字赤田代,4,POINT (130.94970642 34.06876256999998)
1827,平瀬,1989,錦川,錦川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,発電",73,300,340,29500,都道府県,-,山口県岩国市錦町広瀬字長尾,4,POINT (131.93667159 34.2537245)
1828,向道,1979,錦川,錦川,重力式コンクリートダム,"上水道用水,工業用水道用水,発電",43.3,120.9,42,7030,,1940,山口県周南市大道理字掛,1,POINT (131.82821667 34.14425558999999)
1829,菅野,1986,錦川,錦川,重力式コンクリートダム,"洪水調節，農地防災,上水道用水,工業用水道用水,発電",87,272,384,95000,都道府県,1965,山口県周南市中須北,1,POINT (131.90370094 34.14112213)
1830,水越,1988,錦川,錦川,重力式コンクリートダム,発電,18.8,81.7,10,796,都道府県,1965,山口県周南市金峰字深山660番の1,1,POINT (131.9115401158671 34.16434513236246)
1831,御庄川,1982,錦川,錦川,重力式コンクリートダム,洪水調節，農地防災,21.8,101.5,18,640,都道府県,1958,山口県岩国市大字柱野字馬背,4,POINT (132.15079047 34.12904532000001)
1832,緑山池,1987,錦川,錦川,アースダム,灌漑，特定(新規)灌漑用水,15,65,18,50,土地改良区,1932,山口県周南市大字須々万,4,POINT (131.85539201 34.14297703999998)
1833,一の谷池,1980,錦川,実角川,アースダム,灌漑，特定(新規)灌漑用水,15,70,19,60,,1954,山口県周南市,4,POINT (131.9366745987665 34.13839390748861)
1834,生見川,1985,錦川,生見川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,工業用水道用水,発電",90,215,361,30800,都道府県,1984,山口県岩国市大字天尾字小郷,1,POINT (132.04479148 34.20117723000001)
1835,石井,1993,柳井川,柳井川,アースダム,"灌漑，特定(新規)灌漑用水,上水道用水",36.3,176.3,236,1160,都道府県,1992,山口県柳井市馬皿,1,POINT (132.1124733115008 33.99456021791152)
1836,黒杭川上流,1991,柳井川,黒杭川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",48,253,101,450,都道府県,2011,山口県柳井市大字柳井,1,POINT (132.0870767533703 33.99653563449998)
1837,畑の池,1994,柳井川,黒杭川,アースダム,灌漑，特定(新規)灌漑用水,18,63,27,270,市区町村,2006,山口県柳井市大字余田,4,POINT (132.08072341 34.00074370999999)
1838,黒杭,1990,柳井川,黒杭川,アースダム,上水道用水,16.9,65,-9999,246,市区町村,1939,山口県柳井市黒杭字岡の下,2,POINT (132.07960085 34.00448727)
1839,黒杭川,1992,柳井川,黒杭川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,工業用水道用水",35,172.5,70,1550,都道府県,1969,山口県柳井市大字柳井字森ヶ迫1031,1,POINT (132.09528494 33.99237865)
1840,中山川,1995,島田川,中山川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",37,143,44,7550,都道府県,1995,山口県岩国市周東町用田,1,POINT (132.05237258 34.05760148)
1841,温見,1997,末武川,末武川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,上水道用水,工業用水道用水",36,135,53,4520,都道府県,1960,山口県下松市大字温見,1,POINT (131.9013170346524 34.08607275986154)
1842,末武川,1996,末武川,末武川,ロックフィルダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水,発電",89.5,275,2723,19570,都道府県,1991,山口県下松市大字瀬戸字戒ヶ浴,1,POINT (131.8735956640984 34.05549357015482)
1843,一の井手,1998,東川,東川,アースダム,上水道用水,21,120,-9999,136,市区町村,1927,山口県周南市大字徳山,2,POINT (131.822314723682 34.06476255715778)
1844,川上（再）,1999,富田川,富田川,重力式コンクリートダム,"洪水調節，農地防災,上水道用水,工業用水道用水",63,187.3,162,13720,都道府県,1979,山口県周南市大字川上字猿岩,1,POINT (131.78690629 34.10853817999999)
1845,燈篭池,2001,馬刃川,馬刃川,アースダム,灌漑，特定(新規)灌漑用水,15.2,107,31,57,土地改良区,1988,山口県防府市大字牟礼,4,POINT (131.593881169468 34.07336244909101)
1846,佐波川,2005,佐波川,佐波川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,工業用水道用水,発電",54,156,100,24600,都道府県,1955,山口県山口市徳地野谷,1,POINT (131.65517862 34.27688579)
1847,島地川,2003,佐波川,島地川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",89,240,317,20600,国土交通省（各地方整備局，北海道開発局含む）,1981,山口県周南市大字高瀬字青ヶ平,1,POINT (131.77552764 34.1702635)
1848,玉泉池,2004,佐波川,須川,アースダム,灌漑，特定(新規)灌漑用水,19.5,100,24,124,土地改良区,1941,山口県防府市大崎,1,POINT (131.52806274 34.07545562000001)
1849,荒谷,2007,椹野川,椹野川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",56,160,100,5200,都道府県,1987,山口県山口市大字宮野上,1,POINT (131.49222472 34.23378029999999)
1850,一の坂,2008,椹野川,一の坂川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",42.1,143.5,64,1485,都道府県,1983,山口県山口市上宇野字魚切929,1,POINT (131.46892399 34.20350574999998)
1851,黒谷,2009,井関川,井関川,アースダム,灌漑，特定(新規)灌漑用水,22,100,26,-9999,都道府県,-,山口県山口市阿知須山,1,POINT (131.31454685 33.99971508)
1852,厚東川,2013,厚東川,厚東川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水,発電",38.8,162,62,23788,都道府県,1948,山口県宇部市二俣瀬区大字木田字落畑,1,POINT (131.28308641 34.07176754)
1853,宇部丸山（再）,2016,厚東川,薬師川,重力式コンクリートダム,"上水道用水,工業用水道用水",32,211.4,69,4500,都道府県,1978,山口県宇部市大字瓜生野字下山田101,1,POINT (131.2816908273945 34.05093049080713)
